genres,id,imdb_id,original_title,overview,poster_path,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}]",1541,tt0103074,Thelma & Louise,"Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.",/pnzuLoE52EiTfjfqRex2uTkH7LB.jpg,5/24/1991,45361000.0,130.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Somebody said get a life... so they did,Thelma & Louise,7.2,766.0
"[{'id': 35, 'name': 'Comedy'}]",8469,tt0077975,Animal House,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",/AuJkgAh7zAGsm7Oo3CGyDtYvzg0.jpg,7/27/1978,141000000.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",It was the Deltas against the rules... the rules lost!,Animal House,7.0,420.0
"[{'id': 18, 'name': 'Drama'}]",925,tt0097216,Do the Right Thing,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",/86iGwYjAcVmrOoLCmU8vsrySoLj.jpg,6/30/1989,37295445.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}]","It's the hottest day of the summer. You can do nothing, you can do something, or you can...",Do the Right Thing,7.6,301.0
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",13939,tt0071402,Death Wish,A New York City architect becomes a one-man vigilante squad after his wife is murdered by street punks in which he randomly goes out and kills would-be muggers on the mean streets after dark.,/3PKm5qtlxxIX7WEmWkCub6PCFSX.jpg,7/24/1974,22000000.0,93.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]","Vigilante, city style -- Judge, Jury, and Executioner",Death Wish,7.0,165.0
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",996,tt0036775,Double Indemnity,"Unsuspecting Mr. Dietrichson becomes increasingly accident prone after his icily calculating wife encourages him to sign a double indemnity policy proposed by a smooth-talking insurance agent. Against a backdrop of distinctly California settings, the partners in crime plan the perfect murder to collect the insurance. Perfect until a claims manager gets a familiar feeling of foul play and pursues the matter relentlessly.",/nW0cCpfuGcR1JG7EinDbdL2Ijf2.jpg,4/24/1944,2500000.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",From the Moment they met it was Murder!,Double Indemnity,8.0,425.0
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1880,tt0087985,Red Dawn,"It is the mid-1980s. From out of the sky, Soviet and Cuban troops begin landing on the football field of a Colorado high school. In seconds, the paratroops have attacked the school and sent a group of teenagers fleeing into the mountains. Armed only with hunting rifles, pistols and bows and arrows, the teens struggles to survive the bitter winter and Soviet KGB patrols hunting for them.",/hVyeN1aFmqLsRK9VNElETYBDtnf.jpg,8/10/1984,38376497.0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'es', 'name': 'Español'}]",,Red Dawn,6.4,217.0
"[{'id': 28, 'name': 'Action'}]",11690,tt0092675,Bloodsport,"Frank Dux has entered the ""kumite"", an illegal underground martial-arts competition where serious injury and even death are not unknown. Chong Li, a particularly ruthless and vicious fighter is the favorite, but then again Dux has not fought him yet.",/E4d48dFICxN1tcGywt1p5zBHYJ.jpg,2/26/1988,11806119.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The true story of an American ninja.,Bloodsport,6.6,370.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",801,tt0093105,"Good Morning, Vietnam","Radio funny man Adrian Cronauer is sent to Vietnam to bring a little comedy back into the lives of the soldiers. After setting up shop, Cronauer delights the G.I.s but shocks his superior officer, Sergeant Major Dickerson, with his irreverent take on the war. While Dickerson attempts to censor Cronauer's broadcasts, Cronauer pursues a relationship with a Vietnamese girl named Trinh, who shows him the horrors of war first-hand.",/62Ve2yREvobU0qo4DxdSrShh1YO.jpg,12/23/1987,123922370.0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Time to rock it from the Delta to the DMZ!,"Good Morning, Vietnam",7.1,658.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",11520,tt0107050,Grumpy Old Men,"For decades, next-door neighbors and former friends John and Max have feuded, trading insults and wicked pranks. When an attractive widow moves in nearby, their bad blood erupts into a high-stakes rivalry full of naughty jokes and adolescent hijinks. Will this love triangle destroy the two old grumps? Or will the geriatric odd couple overcome their differences and rediscover their friendship?",/w4q0vMlJCeNQnUMsVbjB3DiH1mw.jpg,12/25/1993,0.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The best of enemies until something came between them.,Grumpy Old Men,6.5,176.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1879,tt0061735,Guess Who's Coming to Dinner,Matt and Christina Drayton are a couple whose attitudes are challenged when their daughter brings home a fiancé who is black.,/bhdXWhembE6a6q11NqpUcEdtAbw.jpg,12/11/1967,56666667.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",A love story of today,Guess Who's Coming to Dinner,7.6,174.0
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2085,tt0165929,Romeo Must Die,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang SIng and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!",/4c5YlG72lFWdvCNkTJphc4OGjBX.jpg,3/20/2000,91036760.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}]","In the city ruled by criminals, two families have forgotten their fear. He will make them remember.",Romeo Must Die,6.0,334.0
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",3082,tt0027977,Modern Times,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,/m4ZCx2Iwr418IGPxRfoKnpumz9X.jpg,2/5/1936,8500000.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]","He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!",Modern Times,8.1,881.0
"[{'id': 18, 'name': 'Drama'}]",990,tt0054997,The Hustler,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.,/u38NLUtWarEbv2gZGOnHhf6akWC.jpg,9/25/1961,7600000.0,134.0,"[{'iso_639_1': 'en', 'name': 'English'}]",They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.,The Hustler,7.6,243.0
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",840,tt0075860,Close Encounters of the Third Kind,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",/mABOVIUl5lB0WF4HG28rfamgxG1.jpg,11/16/1977,303788635.0,135.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]",We are not alone.,Close Encounters of the Third Kind,7.2,1122.0
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",2291,tt0099871,Jacob's Ladder,A traumatized Vietnam war veteran finds out that his post-war life isn't what he believes it to be when he's attacked by horned creatures in the subway and his dead son comes to visit him...,/2Byg7AV91LF7pfByz4ZMvnkZnH7.jpg,11/2/1990,25965144.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The most frightening thing about Jacob Singer's nightmare is that he isn't dreaming.,Jacob's Ladder,7.3,376.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",13531,tt0112950,Empire Records,The employees of an independent music store learn about each other as they try anything to stop the store being absorbed by a large chain.,/dgIoujnLYHUM36M9zXNhxZLcovT.jpg,9/22/1995,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",They're selling music but not selling out.,Empire Records,6.6,188.0
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",526,tt0089457,Ladyhawke,"Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell.",/51RFCKLFuEbvLQsFzXcupQnkoRD.jpg,3/27/1985,18432000.0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}]",No force in Heaven will release them. No power on Earth can save them.,Ladyhawke,6.8,264.0
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",10501,tt0138749,The Road to El Dorado,"After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?",/lQnNNjT4yW3i2rmQhGibiPBnc6e.jpg,3/31/2000,76432727.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",They came for the gold... they stayed for the adventure.,The Road to El Dorado,7.0,892.0
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",879,tt0102057,Hook,"The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg.",/6plGuz8L3fvkuENB0G2ZpBz6kej.jpg,12/11/1991,300854823.0,144.0,"[{'iso_639_1': 'en', 'name': 'English'}]",What if Peter Pan grew up?,Hook,6.7,1563.0
"[{'id': 37, 'name': 'Western'}]",17529,tt0065126,True Grit,"The murder of her father sends a teenage tomboy, Mattie Ross (Kim Darby), on a mission of ""justice"", which involves avenging her father's death. She recruits a tough old marshal, ""Rooster"" Cogburn (John Wayne), because he has ""grit"", and a reputation of getting the job done. The two are joined by a Texas Ranger, La Boeuf (Glen Campbell), who is looking for the same man (Jeff Corey) for a separate murder in Texas. Their odyssey takes them from Fort Smith, Arkansas, deep into the Indian Territory (present day Oklahoma) to find their man.",/rF3rQO7a44AvLYkQJWUUPKkK0l9.jpg,6/11/1969,14250000.0,128.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The strangest trio ever to track a killer,True Grit,7.3,205.0
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1700,tt0100157,Misery,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also somewhat unstable, and Paul finds himself crippled, drugged and at her mercy.",/s0Ot5zUmVF1jSN9WpBHRafvUPld.jpg,11/28/1990,61276872.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]","Paul Sheldon used to write for a living. Now, he's writing to stay alive.",Misery,7.6,1085.0
"[{'id': 18, 'name': 'Drama'}]",10774,tt0074958,Network,A TV network cynically exploits a deranged ex-TV anchor's ravings and revelations about the media for their own profit.,/nFovf0eUlbdGRqjdxETFunUAtI0.jpg,11/1/1976,23689877.0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Not since the dawn of time has America experienced a man like Howard Beale!,Network,7.8,391.0
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",10083,tt0093640,No Way Out,"Navy Lt. Tom Farrell meets a young woman, Susan Atwell , and they share a passionate fling. Farrell then finds out that his superior, Defense Secretary David Brice, is also romantically involved with Atwell. When the young woman turns up dead, Farrell is put in charge of the murder investigation. He begins to uncover shocking clues about the case, but when details of his encounter with Susan surface, he becomes a suspect as well.",/6XoG37a4U7Jum8ChYoMHq6l5NQQ.jpg,8/14/1987,35509515.0,114.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}]","Is it a crime of passion, or an act of treason?",No Way Out,6.9,155.0
"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",10747,tt0075029,The Outlaw Josey Wales,"After avenging his family's brutal murder, Wales is pursued by a pack of soldiers. He prefers to travel alone, but ragtag outcasts are drawn to him - and Wales can't bring himself to leave them unprotected.",/59ywz8rQmXn4bl60WOMJddPc7z.jpg,6/30/1976,31800000.0,135.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'nv', 'name': ''}, {'iso_639_1': 'es', 'name': 'Español'}]",...an army of one.,The Outlaw Josey Wales,7.4,303.0
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",10559,tt0186151,Frequency,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.",/n0QAAZmIaPPIShVkk8eiKwfGV9.jpg,4/28/2000,68106245.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The future is listening.,Frequency,7.0,473.0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",10479,tt0160797,Rules of Engagement,"Part war movie, part courtroom thriller, this gripping drama finds a war hero put on trial for a rescue mission gone terribly wrong with only his doubtful friend and fellow marine to represent him.",/1UlrMyCza2xINltCyYgmAwQAx07.jpg,4/7/2000,71000000.0,128.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",A hero should never have to stand alone.,Rules of Engagement,6.0,178.0
"[{'id': 35, 'name': 'Comedy'}]",12309,tt0086927,Bachelor Party,"This outrageously funny look at one man's final moments of bachelorhood stars Tom Hanks as Rick, reluctant recipient of a bachelor bash given by a group of friends who view partying as their full-time religion. Rick's worried fiancée, Debbie (Tawny Kitaen), dresses up in disguise and crashes the party to spy on her future husband.",/truIlGNy9H8mmSzIu626ZYcZJHg.jpg,6/29/1984,38435947.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",A man's tradition every woman should know about.,Bachelor Party,5.8,156.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1552,tt0098067,Parenthood,"The story of the Buckman family and friends, attempting to bring up their children. They suffer/enjoy all the events that occur: estranged relatives, the ""black sheep"" of the family, the eccentrics, the skeletons in the closet, and the rebellious teenagers.",/e51tNNQBJpJi9xkyuj0QFhyBcz7.jpg,7/31/1989,126297830.0,124.0,"[{'iso_639_1': 'en', 'name': 'English'}]","A comedy about life, love and the gentle art of raising children.",Parenthood,6.4,177.0
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",106,tt0093773,Predator,"Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.",/bj7A0teF2TWxxNGZjWTXiGrvCu2.jpg,6/11/1987,98235548.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]","If it bleeds, we can kill it...",Predator,7.3,2129.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",10468,tt0191754,28 Days,"After getting into a car accident while drunk on the day of her sister's wedding, Gwen Cummings is given a choice between prison or a rehab center. She chooses rehab, but is extremely resistant to taking part in any of the treatment programs they have to offer, refusing to admit that she has an alcohol addiction.",/qTrrElHcONoix4hb4IpLiqEnjlb.jpg,4/6/2000,0.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The Life of the Party... before she got a life.,28 Days,6.0,210.0
"[{'id': 35, 'name': 'Comedy'}]",4967,tt0171433,Keeping the Faith,"Best friends since they were kids, Rabbi Jacob Schram and Father Brian Finn are dynamic and popular young men living and working on New York's Upper West Side. When Anna Reilly, once their childhood friend and now grown into a beautiful corporate executive, suddenly returns to the city, she reenters Jake and Brian's lives and hearts with a vengeance. Sparks fly and an unusual and complicated love triangle ensues.",/wbW4OnSNcuywgmJFdlvL8SvHx4.jpg,4/14/2000,37036004.0,127.0,"[{'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]","If you have to believe in something, you may as well believe in love.",Keeping the Faith,5.9,161.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",10784,tt0068327,Cabaret,"Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles and an impish emcee sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force.",/qVMZrwZNJCiGpbpjsxdtzmVPH1M.jpg,2/13/1972,0.0,124.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Life is a Cabaret,Cabaret,7.4,210.0
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10242,tt0056687,What Ever Happened to Baby Jane?,"Two aging film actresses live as virtual recluses in an old Hollywood mansion. Jane Hudson, a successful child star, cares for her crippled sister Blanche, whose career in later years eclipsed that of Jane. Now the two live together, their relationship affected by simmering subconscious thoughts of mutual envy, hate and revenge.",/jjp9n6mRrGGJPxBcnHR04TIxVdx.jpg,10/31/1962,0.0,135.0,"[{'iso_639_1': 'en', 'name': 'English'}]","Sister Sister, Oh So Fair! Why Is There Blood All Over Your Hair?",What Ever Happened to Baby Jane?,7.9,210.0
"[{'id': 53, 'name': 'Thriller'}]",10518,tt0074860,Marathon Man,"A graduate student and obsessive runner in New York is drawn into a mysterious plot involving his brother, a member of the secretive Division.",/wu1T58QID2uxPspf0Jxm2FNgsb9.jpg,10/5/1976,21709020.0,125.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'yi', 'name': ''}]",One man's dangerous attempts to clear his father's name.,Marathon Man,7.2,227.0
"[{'id': 35, 'name': 'Comedy'}]",11977,tt0080487,Caddyshack,"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors.",/tv6s71pj8mhHtfk6DaSxMlu9pd7.jpg,7/25/1980,39846344.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The snobs against the slobs!,Caddyshack,6.7,370.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1443,tt0159097,The Virgin Suicides,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",/uokfCMwTIyYaXfo3KoNSmzvjXn1.jpg,4/21/1999,10409377.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]","Beautiful, mysterious, haunting, invariably fatal. Just like life.",The Virgin Suicides,7.1,841.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10564,tt0198021,Where the Heart Is,"Novalee Nation is a 17-year-old Tennessee transient who has to grow up in a hurry when she's left pregnant and abandoned by her boyfriend on a roadside in Sequoyah, Okla., and takes refuge in the friendly aisles of Wal-Mart. In short order, some eccentric, kindly strangers ""adopt"" Novalee and her infant daughter, helping them buck the odds and build a new life.",/rNP5NSdXzl6y5CuQ6Sh2JmEnvt5.jpg,4/27/2000,33771174.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Laughter is harder... Friendship is stronger... Trust is deeper... When it comes from the heart.,Where the Heart Is,6.9,159.0
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10752, 'name': 'War'}]",5491,tt0185183,Battlefield Earth,"In the year 3000, man is no match for the Psychlos, a greedy, manipulative race of aliens on a quest for ultimate profit. Led by the powerful Terl, the Psychlos are stripping Earth clean of its natural resources, using the broken remnants of humanity as slaves. What is left of the human race has descended into a near primitive state. After being captured, it is up to Tyler to save mankind.",/neMUscYddxr4cP8wnRHRMLcWS0A.jpg,5/10/2000,21400000.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Take Back The Planet,Battlefield Earth,3.0,259.0
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",5683,tt0089791,Pee-wee's Big Adventure,"The eccentric and childish Pee-wee Herman embarks on a big adventure when his beloved bicycle is stolen. Armed with information from a fortune-teller and a relentless obsession with his prized possession, Pee-wee encounters a host of odd characters and bizarre situations as he treks across the country to recover his bike.",/fg6E0mZs6qCiyEAYdChR6xQ0Yz0.jpg,7/26/1985,40940662.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The story of a rebel and his bike.,Pee-wee's Big Adventure,6.6,239.0
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",10567,tt0130623,Dinosaur,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,/jZDp3C5howi40aCeqXDJliodXk9.jpg,5/19/2000,354248063.0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",You have never seen anything like this.,Dinosaur,6.2,563.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",9285,tt0215129,Road Trip,Four friends take off on an 1800 mile road trip to retrieve an illicit tape mistakenly mailed to a girl friend.,/DCoZVnHVvtKTYwfM00dfVRbfUQ.jpg,5/19/2000,119754278.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The greatest college tradition of all.,Road Trip,5.9,550.0
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",10569,tt0196216,Small Time Crooks,A loser of a crook and his wife strike it rich when a botched bank job's cover business becomes a spectacular success.,/ruZ7TOYaPPsNPyNHuYrpkmsHKbw.jpg,5/19/2000,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",They took a bite out of crime,Small Time Crooks,6.4,155.0
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",962,tt0015864,The Gold Rush,A lone prospector ventures into Alaska looking for gold. He gets mixed up with some burly characters and falls in love with the beautiful Georgia. He tries to win her heart with his singular charm.,/eQRFo1qwRREYwj47Yoe1PisgOle.jpg,6/25/1925,2500000.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The World's Greatest Laughing Picture!,The Gold Rush,7.7,308.0
"[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]",11072,tt0071230,Blazing Saddles,"A town – where everyone seems to be named Johnson – is in the way of the railroad and, in order to grab their land, Hedley Lemar, a politically connected nasty person, sends in his henchmen to make the town unlivable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",/rT8uRG8CVONiQdgdFRafVtjSdb4.jpg,2/7/1974,119500000.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'yi', 'name': ''}]",Never give a saga an even break!,Blazing Saddles,7.2,619.0
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",985,tt0074486,Eraserhead,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",/l8oAmU5swopsyWzTHpZtAK15Mrc.jpg,3/19/1977,7000000.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Where your nightmares end...,Eraserhead,7.5,500.0
"[{'id': 99, 'name': 'Documentary'}]",14002,tt0103767,Baraka,"This is a paralyzingly beautiful documentary with a global vision: an odyssey through landscape and time, that is an attempt to capture the essence of life.",/5ZNf6N5rtLYotZKi03QXqJ3FuvD.jpg,9/15/1992,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",A world beyond words.,Baraka,8.0,156.0
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",10648,tt0070355,Magnum Force,"""Dirty"" Harry Calahan is a San Francisco Police Inspector on the trail of a group of rogue cops who have taken justice into their own hands. When shady characters are murdered one after another in grisly fashion, only Dirty Harry can stop them.",/3gqV4jpKNFqxUWug3BRD6yUzSL1.jpg,12/23/1973,39768000.0,124.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",A man's got to know his limitations.,Magnum Force,7.1,251.0
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11368,tt0086979,Blood Simple,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",/xz1p33UMrcPPOGP1vzlRwLVR6k0.jpg,9/7/1984,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Breaking up is hard to do.,Blood Simple,7.3,308.0
